ORIG_ARPT_CDE,DEST_ARPT_CDE,Origin BackBone Category,Dept BackBone Category,Turn Category,Date,ACFT_CAPY_CT,NSTP_MILE_CT,PAX,REV,ASM,RPM
PHL,MCO,Constrained,Others,Acceptable,2/19/2019,175,861,557,64165,150675,479836
STL,MCO,Others,Others,HFLI,2/19/2019,143,882,557,64187,126126,491701
BOS,BNA,Others,Gateway,Acceptable,2/19/2019,143,942,558,64209,134706,525323
DEN,MSP,Cornerstone,Cornerstone,Acceptable,2/19/2019,143,680,558,64231,97240,379339
BWI,MHT,Constrained, ,HFLI,2/19/2019,143,377,558,64253,53911,210379
PHX,ELP,Constrained,Cornerstone,LFHI,2/19/2019,143,347,558,64275,49621,193702
STL,CUN,Others,Cornerstone,HFLI,2/19/2019,143,1237,558,64297,176891,690743
LAS,SJC,Key Stations,Gateway,Waste,2/19/2019,143,386,559,64319,55198,215614
BWI,HOU,Constrained,Key Stations,LFHI,2/19/2019,175,1246,559,64341,218050,696226
RSW,STL,Key Stations,Others,Acceptable,2/19/2019,143,979,559,64363,139997,547214
LAS,MCI,Key Stations,Gateway,HFLI,2/19/2019,143,1139,559,64385,162877,636855
RNO,DEN,Others,Cornerstone,Waste,2/19/2019,143,804,559,64407,114972,449693
DEN,DAL,Cornerstone,Others,LFHI,2/19/2019,143,651,560,64428,93093,364236
BNA,LGA,Gateway,Gateway,Acceptable,2/19/2019,143,764,560,64450,109252,427600
LAS,SMF,Key Stations,Cornerstone,LFHI,2/19/2019,143,397,560,64472,56771,222268
OAK,SNA,Constrained,Gateway,Acceptable,2/19/2019,143,371,560,64494,53053,207780
ABQ,MDW,Others,Key Stations,LFHI,2/19/2019,143,1121,560,64516,160303,628025
SJD,HOU,Others,Key Stations,LFHI,2/19/2019,143,1000,560,64538,143000,560420
SJC,SEA,Gateway,Constrained,Waste,2/19/2019,143,697,561,64560,99671,390741
BHM,TPA,Others,Others,LFHI,2/19/2019,143,459,561,64582,65637,257401
BNA,TPA,Gateway,Others,HFLI,2/19/2019,143,612,561,64604,87516,343314
HOU,OAK,Key Stations,Constrained,HFLI,2/19/2019,175,1642,561,64626,287350,921415
OAK,MDW,Constrained,Key Stations,Waste,2/19/2019,143,1844,561,64648,263692,1035107
HOU,LIR,Key Stations, ,Acceptable,2/19/2019,143,1453,562,64670,207779,815890
ICT,STL,Cornerstone,Others,Waste,2/19/2019,175,392,562,64692,68600,220188
ONT,SJC,Cornerstone,Gateway,Acceptable,2/19/2019,143,333,562,64714,47619,187109
MDW,TPA,Key Stations,Others,HFLI,2/19/2019,175,997,562,64736,174475,560385
OAK,PHX,Constrained,Constrained,Acceptable,2/19/2019,175,646,562,64758,113050,363217
TPA,MKE,Others,Cornerstone,Acceptable,2/19/2019,143,1075,562,64780,153725,604621
SAN,SLC,Constrained,Gateway,Waste,2/19/2019,143,626,563,64802,89518,352201
SJC,SAN,Gateway,Constrained,Acceptable,2/19/2019,175,417,563,64824,72975,234690
TPA,RDU,Others,Others,LFHI,2/19/2019,143,587,563,64846,83941,330475
HAV,FLL,Constrained,Cornerstone,LFHI,2/19/2019,175,255,563,64868,44625,143609
ATL,JAX,Others,Others,Acceptable,2/19/2019,143,270,563,64890,38610,152106
BOI,LAS,Gateway,Key Stations,Acceptable,2/19/2019,,,564,64912,0,0
PHX,SLC,Constrained,Gateway,Waste,2/20/2019,,,564,64933,0,0
RDU,TPA,Others,Others,HFLI,2/20/2019,,,564,64955,0,0
ATL,LAX,Others,Others,Waste,2/20/2019,,,564,64977,0,0
SLC,DAL,Gateway,Others,Acceptable,2/20/2019,,,564,64999,0,0
MCO,BWI,Others,Constrained,Acceptable,2/20/2019,,,564,65021,0,0
LAX,ATL,Others,Others,HFLI,2/20/2019,175,1947,565,65043,340725,1099355
AUS,CUN,Gateway,Cornerstone,LFHI,2/20/2019,143,921,565,65065,131703,520203
MDW,MHT,Key Stations, ,LFHI,2/20/2019,175,838,565,65087,146650,473476
ATL,MCO,Others,Others,Acceptable,2/20/2019,143,404,565,65109,57772,228337
ATL,BWI,Others,Constrained,Waste,2/20/2019,143,577,565,65131,82511,326221
BNA,ECP,Gateway,Others,HFLI,2/20/2019,143,401,566,65153,57343,226789
MSP,DEN,Cornerstone,Cornerstone,LFHI,2/20/2019,143,680,566,65175,97240,384704
MKE,ATL,Cornerstone,Others,LFHI,2/20/2019,143,669,566,65197,95667,378604
DEN,LAS,Cornerstone,Key Stations,LFHI,2/20/2019,143,628,566,65219,89804,355516
LAX,SMF,Others,Cornerstone,Acceptable,2/20/2019,143,373,566,65241,53339,211227
DEN,LAS,Cornerstone,Key Stations,Waste,2/20/2019,143,628,566,65263,89804,355747
HOU,MSY,Key Stations,Constrained,Acceptable,2/20/2019,143,302,567,65285,43186,171131
BWI,SAN,Constrained,Constrained,LFHI,2/20/2019,175,2295,567,65307,401625,1300904
BUR,OAK,Key Stations,Constrained,LFHI,2/20/2019,143,325,567,65329,46475,184283
SJC,SEA,Gateway,Constrained,LFHI,2/20/2019,143,697,567,65351,99671,395345
SJC,SAN,Gateway,Constrained,LFHI,2/20/2019,143,417,567,65373,59631,236603
LAS,PDX,Key Stations,Key Stations,Waste,2/20/2019,143,763,568,65395,109109,433061
LAS,RNO,Key Stations,Others,Waste,2/20/2019,143,345,568,65417,49335,195877
OAK,RNO,Constrained,Others,HFLI,2/20/2019,143,181,568,65438,25883,102798
SJU,MCO,Cornerstone,Others,Acceptable,2/20/2019,175,1189,568,65460,208075,675503
IND,DEN,Gateway,Cornerstone,LFHI,2/20/2019,143,977,568,65482,139711,555239
RIC,ATL,Constrained,Others,HFLI,2/20/2019,143,481,568,65504,68783,273446
BHM,DAL,Others,Others,Acceptable,2/20/2019,143,587,569,65526,83941,333814
RNO,PHX,Others,Constrained,Acceptable,2/20/2019,175,601,569,65548,105175,341885
BNA,BWI,Gateway,Constrained,Waste,2/20/2019,143,587,569,65570,83941,334029
MDW,OMA,Key Stations,Constrained,HFLI,2/20/2019,143,423,569,65592,60489,240783
MSY,DAL,Constrained,Others,Waste,2/20/2019,143,436,569,65614,62348,248263
TUL,STL,Cornerstone,Others,Waste,2/20/2019,143,351,570,65636,50193,199928
PHX,SFO,Constrained,Constrained,Acceptable,2/20/2019,175,651,570,65658,113925,370926
MCO,PVD,Others,Constrained,Acceptable,2/20/2019,175,1072,570,65680,187600,610999
OAK,DEN,Constrained,Cornerstone,Acceptable,2/20/2019,175,957,570,65702,167475,545629
OAK,SAN,Constrained,Constrained,HFLI,2/20/2019,143,446,570,65724,63778,254367
ELP,SAT,Cornerstone,Key Stations,Acceptable,2/20/2019,143,496,571,65746,70928,282974
DEN,CLE,Cornerstone,Gateway,Waste,2/20/2019,143,1201,571,65768,171743,685406
DAL,PHL,Others,Constrained,LFHI,2/20/2019,175,1295,571,65790,226625,739289
PHX,DAL,Constrained,Others,HFLI,2/20/2019,143,879,571,65812,125697,501964
MHT,BWI, ,Constrained,HFLI,2/20/2019,143,377,571,65834,53911,215360
SFO,PHX,Constrained,Constrained,LFHI,2/20/2019,143,651,571,65856,93093,372001
SJC,LGB,Gateway,Gateway,LFHI,2/20/2019,143,324,572,65878,46332,185203
OAK,ABQ,Constrained,Others,HFLI,2/20/2019,143,889,572,65900,127127,508328
MSY,FLL,Constrained,Cornerstone,HFLI,2/20/2019,143,674,572,65921,96382,385515
LAS,SAT,Key Stations,Key Stations,Acceptable,2/20/2019,175,1069,572,65943,187075,611643
LAX,BNA,Others,Gateway,LFHI,2/20/2019,175,1797,572,65965,314475,1028508
SAT,DAL,Key Stations,Others,Acceptable,2/20/2019,143,248,573,65987,35464,141988
SJC,SAN,Gateway,Constrained,HFLI,2/20/2019,175,417,573,66009,72975,238822
SJC,PHX,Gateway,Constrained,LFHI,2/20/2019,143,621,573,66031,88803,355770
DEN,BNA,Cornerstone,Gateway,LFHI,2/21/2019,143,1014,573,66053,145002,581105
TPA,BNA,Others,Gateway,Acceptable,2/21/2019,143,612,573,66075,87516,350838
ONT,SMF,Cornerstone,Cornerstone,LFHI,2/21/2019,175,390,573,66097,68250,223645
MDW,RSW,Key Stations,Key Stations,Waste,2/21/2019,143,1105,574,66119,158015,633863
DEN,SFO,Cornerstone,Constrained,Acceptable,2/21/2019,175,967,574,66141,169225,554880
BOS,MDW,Others,Key Stations,Waste,2/21/2019,143,861,574,66163,123123,494213
ABQ,LAX,Others,Others,Waste,2/21/2019,143,677,574,66185,96811,388722
BUR,BNA,Key Stations,Gateway,Acceptable,2/21/2019,143,1791,574,66207,256113,1028690
STL,BWI,Others,Constrained,LFHI,2/21/2019,143,738,575,66229,105534,424018
BWI,MDW,Constrained,Key Stations,LFHI,2/21/2019,175,611,575,66251,106925,351162
LAS,ICT,Key Stations,Cornerstone,HFLI,2/21/2019,143,986,575,66273,140998,566868
BWI,OAK,Constrained,Constrained,Acceptable,2/21/2019,175,2447,575,66295,428225,1407270
ONT,SMF,Cornerstone,Cornerstone,Waste,2/21/2019,143,390,575,66317,55770,224361
DAL,STL,Others,Others,Waste,2/21/2019,143,546,575,66339,78078,314205
LAS,STL,Key Stations,Others,HFLI,2/21/2019,143,1371,576,66361,196053,789217
LAX,SJC,Others,Gateway,HFLI,2/21/2019,143,308,576,66383,44044,177357
OAK,SAN,Constrained,Constrained,HFLI,2/21/2019,143,446,576,66405,63778,256904
STL,LAS,Others,Key Stations,Waste,2/21/2019,143,1371,576,66426,196053,789972
LAX,MCI,Others,Gateway,Waste,2/21/2019,143,1363,576,66448,194909,785612
SAN,SJC,Constrained,Gateway,LFHI,2/21/2019,143,417,577,66470,59631,240429
STL,TUL,Others,Cornerstone,Waste,2/21/2019,143,351,577,66492,50193,202440
OGG,HNL,Constrained,Others,Waste,2/21/2019,175,100,577,66514,17500,57693
LAS,SAT,Key Stations,Key Stations,Waste,2/21/2019,143,1069,577,66536,152867,616940
OAK,DAL,Constrained,Others,Acceptable,2/21/2019,175,1468,577,66558,256900,847479
MCO,ATL,Others,Others,Waste,2/21/2019,175,404,577,66580,70700,233304
MKE,MCO,Cornerstone,Others,HFLI,2/21/2019,143,1066,578,66602,152438,615795
TPA,DEN,Others,Cornerstone,Acceptable,2/21/2019,175,1506,578,66624,263550,870246
TPA,MDW,Others,Key Stations,Waste,2/21/2019,143,997,578,66646,142571,576302
BWI,TPA,Constrained,Others,Waste,2/21/2019,143,842,578,66668,120406,486861
LAS,SAN,Key Stations,Constrained,Waste,2/21/2019,143,258,578,66690,36894,149228
PHL,FLL,Constrained,Cornerstone,Acceptable,2/21/2019,143,992,579,66712,141856,573958
LGA,BNA,Gateway,Gateway,Waste,2/21/2019,143,764,579,66734,109252,442180
ABQ,LAS,Others,Key Stations,Acceptable,2/21/2019,143,486,579,66756,69498,281371
ATL,FLL,Others,Cornerstone,LFHI,2/21/2019,143,581,579,66778,83083,336479
SAN,OAK,Constrained,Constrained,HFLI,2/21/2019,143,446,579,66800,63778,258377
BWI,DAL,Constrained,Others,Acceptable,2/21/2019,143,1209,580,66822,172887,700620
SMF,BUR,Cornerstone,Key Stations,LFHI,2/21/2019,143,358,580,66844,51194,207528
HOU,ELP,Key Stations,Cornerstone,Waste,2/21/2019,143,677,580,66866,96811,392573
MCI,DEN,Gateway,Cornerstone,Acceptable,2/21/2019,143,533,580,66888,76219,309169
HOU,STL,Key Stations,Others,Waste,2/21/2019,143,687,580,66909,98241,398623
DCA,MDW,Constrained,Key Stations,HFLI,2/21/2019,143,601,580,66931,85943,348833
DAL,SNA,Others,Gateway,Waste,2/21/2019,143,1216,581,66953,173888,706016
HOU,MDW,Key Stations,Key Stations,HFLI,2/21/2019,143,937,581,66975,133991,544199
LGA,STL,Gateway,Others,Acceptable,2/21/2019,143,888,581,66997,126984,515903
OAK,SAN,Constrained,Constrained,HFLI,2/21/2019,143,446,581,67019,63778,259195
BWI,MCO,Constrained,Others,Acceptable,2/21/2019,143,787,581,67041,112541,457514
BUR,LAS,Key Stations,Key Stations,LFHI,2/21/2019,143,223,582,67063,31889,129680
LAS,OAK,Key Stations,Constrained,HFLI,2/21/2019,143,407,582,67085,58201,236754
LAS,PHX,Key Stations,Constrained,HFLI,2/21/2019,143,255,582,67107,36465,148382
SAT,PHX,Key Stations,Constrained,Waste,2/22/2019,175,843,582,67129,147525,490687
SLC,LAS,Gateway,Key Stations,Waste,2/22/2019,143,368,582,67151,52624,214270
AUS,ATL,Gateway,Others,Acceptable,2/22/2019,175,813,582,67173,142275,473524
SMF,PHX,Cornerstone,Constrained,HFLI,2/22/2019,143,647,583,67195,92521,376957
SAN,STL,Constrained,Others,LFHI,2/22/2019,175,1557,583,67217,272475,907430
DAL,PHX,Others,Constrained,LFHI,2/22/2019,143,879,583,67239,125697,512449
HOU,ATL,Key Stations,Others,LFHI,2/22/2019,143,696,583,67261,99528,405889
CMH,DCA,Gateway,Constrained,HFLI,2/22/2019,143,323,583,67283,46189,188424
HOU,MDW,Key Stations,Key Stations,Acceptable,2/22/2019,143,937,584,67305,133991,546778
MDW,HOU,Key Stations,Key Stations,Acceptable,2/22/2019,175,937,584,67327,163975,546950
MSP,PHX,Cornerstone,Constrained,Waste,2/22/2019,143,1276,584,67349,182468,745067
MDW,MSP,Key Stations,Cornerstone,Waste,2/22/2019,143,349,584,67371,49907,203848
ABQ,LAS,Others,Key Stations,LFHI,2/22/2019,175,486,584,67393,85050,283958
MCO,DEN,Others,Cornerstone,HFLI,2/22/2019,143,1546,584,67414,221078,903573
LAX,OAK,Others,Constrained,Acceptable,2/22/2019,143,337,585,67436,48191,197024
TUL,LAS,Cornerstone,Key Stations,HFLI,2/22/2019,175,1076,585,67458,188300,629272
MDW,CLT,Key Stations,Cornerstone,LFHI,2/22/2019,143,584,585,67480,83512,341645
DAL,SAN,Others,Constrained,Waste,2/22/2019,143,1182,585,67502,169026,691697
PHX,SEA,Constrained,Constrained,Acceptable,2/22/2019,143,1107,585,67524,158301,648011
BWI,CUN,Constrained,Cornerstone,LFHI,2/22/2019,143,1388,586,67546,198484,812756
SLC,OAK,Gateway,Constrained,Waste,2/22/2019,143,588,586,67568,84084,344417
FLL,CUN,Cornerstone,Cornerstone,LFHI,2/22/2019,143,549,586,67590,78507,321674
FLL,STL,Cornerstone,Others,LFHI,2/22/2019,143,1057,586,67612,151151,619518
DEN,MCI,Cornerstone,Gateway,Waste,2/22/2019,175,533,586,67634,93275,312494
SEA,DEN,Constrained,Cornerstone,LFHI,2/22/2019,143,1024,586,67656,146432,600552
MEM,MCO,Cornerstone,Others,HFLI,2/22/2019,143,684,587,67678,97812,401276
PDX,SMF,Key Stations,Cornerstone,HFLI,2/22/2019,143,479,587,67700,68497,281098
CVG,DEN, ,Cornerstone,Waste,2/22/2019,175,1069,587,67722,187075,627532
BWI,RDU,Constrained,Others,HFLI,2/22/2019,175,255,587,67744,44625,149739
OAK,HOU,Constrained,Key Stations,Acceptable,2/22/2019,175,1642,587,67766,287350,964502
SAN,BNA,Constrained,Gateway,HFLI,2/22/2019,143,1751,588,67788,250393,1028849
LGA,DEN,Gateway,Cornerstone,LFHI,2/22/2019,143,1620,588,67810,231660,952173
BUR,SJC,Key Stations,Gateway,Acceptable,2/22/2019,143,296,588,67832,42328,174032
PHX,OKC,Constrained,Key Stations,Waste,2/22/2019,175,833,588,67854,145775,489911
BUR,PHX,Key Stations,Constrained,HFLI,2/22/2019,143,369,588,67876,52767,217087
LAX,OAK,Others,Constrained,Acceptable,2/22/2019,143,337,588,67897,48191,198323
STL,SMF,Others,Cornerstone,LFHI,2/22/2019,175,1679,589,67919,293825,988392
SNA,SMF,Gateway,Cornerstone,Waste,2/22/2019,143,404,589,67941,57772,237900
PIT,MDW,Key Stations,Key Stations,LFHI,2/22/2019,143,402,589,67963,57486,236796
SAN,LAS,Constrained,Key Stations,HFLI,2/22/2019,143,258,589,67985,36894,152021
BDL,MCO,Key Stations,Others,Waste,2/22/2019,175,1050,589,68007,183750,618884
FLL,SJU,Cornerstone,Cornerstone,HFLI,2/22/2019,175,1046,590,68029,183050,616718
DTW,DEN,Key Stations,Cornerstone,Acceptable,2/22/2019,175,1123,590,68051,196525,662323
LGA,HOU,Gateway,Key Stations,Acceptable,2/22/2019,143,1428,590,68073,204204,842468
DEN,MCO,Cornerstone,Others,LFHI,2/22/2019,175,1546,590,68095,270550,912367
DEN,MDW,Cornerstone,Key Stations,Waste,2/22/2019,143,895,590,68117,127985,528346
RDU,MDW,Others,Key Stations,Acceptable,2/22/2019,143,632,591,68139,90376,373205
AUS,MSY,Gateway,Constrained,LFHI,2/22/2019,143,444,591,68161,63492,262270
MDW,DAL,Key Stations,Others,LFHI,2/22/2019,175,793,591,68183,138775,468569
MDW,BWI,Key Stations,Constrained,HFLI,2/22/2019,143,611,591,68205,87373,361140
SAN,HOU,Constrained,Key Stations,Acceptable,2/22/2019,175,1313,591,68227,229775,776308
TUL,STL,Cornerstone,Others,LFHI,2/23/2019,143,351,591,68249,50193,207592
TPA,PIT,Others,Key Stations,LFHI,2/23/2019,143,873,592,68271,124839,516480
ELP,DAL,Cornerstone,Others,HFLI,2/23/2019,143,562,592,68293,80366,332591
PIT,ATL,Key Stations,Others,HFLI,2/23/2019,143,526,592,68315,75218,311382
SAN,SJC,Constrained,Gateway,HFLI,2/23/2019,175,417,592,68337,72975,246933
IND,DAL,Gateway,Others,Acceptable,2/23/2019,143,755,592,68359,107965,447223
SJC,ABQ,Gateway,Others,LFHI,2/23/2019,175,870,593,68381,152250,515503
OAK,LAX,Constrained,Others,Waste,2/23/2019,143,337,593,68402,48191,199745
BUR,SFO,Key Stations,Constrained,HFLI,2/23/2019,143,326,593,68424,46618,193285
BWI,MDW,Constrained,Key Stations,HFLI,2/23/2019,143,611,593,68446,87373,362374
AUS,TPA,Gateway,Others,LFHI,2/23/2019,143,928,593,68468,132704,550551
MCI,MSP,Gateway,Cornerstone,HFLI,2/23/2019,143,393,593,68490,56199,233226
DEN,MDW,Cornerstone,Key Stations,LFHI,2/23/2019,143,895,594,68512,127985,531302
AUA,BWI, ,Constrained,HFLI,2/23/2019,143,1881,594,68534,268983,1116969
MDW,BHM,Key Stations,Others,HFLI,2/23/2019,143,570,594,68556,81510,338580
SNA,OAK,Gateway,Constrained,Acceptable,2/23/2019,143,371,594,68578,53053,220442
BUF,TPA,Key Stations,Others,LFHI,2/23/2019,143,1053,594,68600,150579,625869
IND,HOU,Gateway,Key Stations,Waste,2/23/2019,175,861,595,68622,150675,511908
TPA,ATL,Others,Others,LFHI,2/23/2019,143,406,595,68644,58058,241462
OAK,PHX,Constrained,Constrained,LFHI,2/23/2019,143,646,595,68666,92378,384317
MCI,PHX,Gateway,Constrained,Acceptable,2/23/2019,143,1044,595,68688,149292,621286
SFO,MDW,Constrained,Key Stations,Acceptable,2/23/2019,175,1855,595,68710,324625,1104253
DAL,LBB,Others,Constrained,Waste,2/23/2019,143,293,595,68732,41899,174472
ALB,MDW,Key Stations,Key Stations,Acceptable,2/23/2019,175,717,596,68754,125475,427082
ISP,TPA,Key Stations,Others,LFHI,2/23/2019,143,1034,596,68776,147862,616094
BWI,JAX,Constrained,Others,LFHI,2/23/2019,143,663,596,68798,94809,395160
PHX,TUL,Constrained,Cornerstone,Waste,2/23/2019,143,935,596,68820,133705,557449
PHX,MDW,Constrained,Key Stations,HFLI,2/23/2019,175,1444,596,68842,252700,861181
HNL,LIH,Others,Constrained,HFLI,2/23/2019,175,102,597,68864,17850,60850
DEN,ATL,Cornerstone,Others,Acceptable,2/23/2019,175,1199,597,68886,209825,715507
BUR,LAS,Key Stations,Key Stations,Waste,2/23/2019,143,223,597,68907,31889,133117
LGA,DAL,Gateway,Others,HFLI,2/23/2019,143,1381,597,68929,197483,824622
DAL,AUS,Others,Gateway,HFLI,2/23/2019,143,189,597,68951,27027,112890
DEN,SFO,Cornerstone,Constrained,Waste,2/23/2019,143,967,597,68973,138281,577770
MDW,OMA,Key Stations,Constrained,HFLI,2/23/2019,175,423,598,68995,74025,252815
LAS,BUR,Key Stations,Key Stations,HFLI,2/23/2019,143,223,598,69017,31889,133321
MDW,HOU,Key Stations,Key Stations,Acceptable,2/23/2019,175,937,598,69039,163975,560361
DAL,MAF,Others,Key Stations,HFLI,2/23/2019,143,319,598,69061,45617,190832
FLL,MBJ,Cornerstone,Constrained,LFHI,2/23/2019,175,540,598,69083,94500,323138
DEN,LAX,Cornerstone,Others,LFHI,2/23/2019,143,862,599,69105,123266,515983
SJC,ONT,Gateway,Cornerstone,Acceptable,2/23/2019,143,333,599,69127,47619,199391
MDW,OAK,Key Stations,Constrained,HFLI,2/23/2019,143,1844,599,69149,263692,1104473
SDF,DAL,Gateway,Others,Acceptable,2/23/2019,175,725,599,69171,126875,434375
MSY,DEN,Constrained,Cornerstone,LFHI,2/23/2019,175,1062,599,69193,185850,636480
CHS,BWI,Cornerstone,Constrained,LFHI,2/23/2019,143,472,600,69215,67496,282967
SEA,DEN,Constrained,Cornerstone,HFLI,2/23/2019,175,1024,600,69237,179200,614081
HOU,PIT,Key Stations,Key Stations,Acceptable,2/23/2019,143,1131,600,69259,161733,678456
SJC,SAN,Gateway,Constrained,HFLI,2/23/2019,143,417,600,69281,59631,250223
IND,DEN,Gateway,Cornerstone,Waste,2/23/2019,143,977,600,69303,139711,586434
LAS,LAX,Key Stations,Others,Acceptable,2/24/2019,143,236,600,69325,33748,141700
BOS,STL,Others,Others,LFHI,2/24/2019,175,1047,601,69347,183225,628835
LAS,ONT,Key Stations,Cornerstone,HFLI,2/24/2019,143,197,601,69369,28171,118356
ATL,LAX,Others,Others,Acceptable,2/24/2019,175,1947,601,69390,340725,1170095
OAK,GEG,Constrained,Others,Waste,2/24/2019,143,723,601,69412,103389,434636
HOU,ECP,Key Stations,Others,LFHI,2/24/2019,143,571,601,69434,81653,343365
DCA,CMH,Constrained,Gateway,Waste,2/24/2019,143,323,602,69456,46189,194292
BWI,BDL,Constrained,Key Stations,LFHI,2/24/2019,143,283,602,69478,40469,170283
OAK,BUR,Constrained,Key Stations,Waste,2/24/2019,143,325,602,69500,46475,195615
STL,PHX,Others,Constrained,Waste,2/24/2019,175,1262,602,69522,220850,759818
SAN,ELP,Constrained,Cornerstone,HFLI,2/24/2019,143,636,602,69544,90948,383036
MCI,TPA,Gateway,Others,Waste,2/24/2019,143,1048,602,69566,149864,631358
STL,MDW,Others,Key Stations,LFHI,2/24/2019,143,251,603,69588,35893,151259
FLL,ISP,Cornerstone,Key Stations,Acceptable,2/24/2019,143,1092,603,69610,156156,658267
STL,ATL,Others,Others,LFHI,2/24/2019,143,484,603,69632,69212,291848
OAK,LGB,Constrained,Gateway,LFHI,2/24/2019,143,353,603,69654,50479,212921
LIR,BWI, ,Constrained,HFLI,2/24/2019,143,2042,603,69676,292006,1232059
DAL,HOU,Others,Key Stations,Waste,2/24/2019,143,239,604,69698,34177,144247
MCO,CLE,Others,Gateway,Acceptable,2/24/2019,175,895,604,69720,156625,540335
DAL,DEN,Others,Cornerstone,HFLI,2/24/2019,175,651,604,69742,113925,393145
DCA,STL,Constrained,Others,LFHI,2/24/2019,143,719,604,69764,102817,434343
MDW,BHM,Key Stations,Others,Waste,2/24/2019,143,570,604,69786,81510,344437
SJC,LAS,Gateway,Key Stations,LFHI,2/24/2019,143,386,604,69808,55198,233321
HOU,MDW,Key Stations,Key Stations,LFHI,2/24/2019,143,937,605,69830,133991,566551
LAX,SMF,Others,Cornerstone,LFHI,2/24/2019,143,373,605,69852,53339,225600
PNS,HOU,Key Stations,Key Stations,Waste,2/24/2019,143,488,605,69874,69784,295245
PHX,BNA,Constrained,Gateway,Waste,2/24/2019,175,1449,605,69895,253575,876926
DEN,DAL,Cornerstone,Others,Acceptable,2/24/2019,143,651,605,69917,93093,394101
BOI,DEN,Gateway,Cornerstone,Waste,2/24/2019,143,649,606,69939,92807,393009
PHX,SAT,Constrained,Key Stations,LFHI,2/24/2019,143,843,606,69961,120549,510642
OKC,PHX,Key Stations,Constrained,Acceptable,2/24/2019,143,833,606,69983,119119,504738
AUS,ATL,Gateway,Others,Acceptable,2/24/2019,143,813,606,70005,116259,492768
HOU,DAL,Key Stations,Others,HFLI,2/24/2019,143,239,606,70027,34177,144904
SEA,DAL,Constrained,Others,LFHI,2/24/2019,175,1670,606,70049,292250,1012819
BWI,STL,Constrained,Others,LFHI,2/24/2019,143,738,607,70071,105534,447716
ATL,BWI,Others,Constrained,Acceptable,2/24/2019,175,577,607,70093,100975,350150
